filename,contract_type,contract_type_confidence,contract_type_explanation,contract_date,contract_date_confidence,contract_date_explanation,amendment_date,amendment_date_confidence,amendment_date_explanation,version_type,version_type_confidence,version_type_explanation,status,status_confidence,status_explanation,parties,parties_confidence,parties_explanation
4389f961999f510ab17c54b7cf352e8a.txt,ISDA,95,"Document is a Schedule to the 2002 ISDA Master Agreement, indicating it is part of an ISDA Master Agreement.",2009-06-29,99,"The contract date is explicitly stated as June 29, 2009 in the document header.",,100,"No amendment date is mentioned; this document is a schedule to the original agreement, not an amendment.",INITIAL,90,"This is a Schedule to the original 2002 ISDA Master Agreement dated 2009, indicating it is part of the initial contract rather than an amendment or restatement.",EXECUTED,85,"The document is presented as a finalized schedule with specific terms and dates, indicating an executed status rather than draft.",MacroShares Major Metro Housing Up Trust | Party A; MacroShares Major Metro Housing Down Trust | Party B,98,Parties are clearly identified as Party A and Party B with their full legal names in the document.
444a4fc044c55c61ba354cd85fb4221d.txt,VSA,95,"Document is titled '2016 Credit Support Annex for Variation Margin (VM)' and references ISDA Master Agreement, indicating it is a Credit Support Annex (VSA).",2017-07-12,90,"ISDA Master Agreement date referenced as July 12, 2017, which is the main contract date related to this annex.",,100,"No amendment date is specified; document is an annex, not an amendment.",INITIAL,85,"Document is a Credit Support Annex supplementing the ISDA Master Agreement, indicating initial annex rather than amendment or restated version.",EXECUTED,80,"Document is presented as an exhibit and references executed ISDA Master Agreement, implying executed status.","JPMORGAN CHASE BANK, N.A. | Party A; CAMBRIDGE MASTER FUND L.P. | Party B",95,Parties explicitly named as Party A and Party B in the document.
44b1a05087fa5df2aefd185b306464c7.txt,ISDA,95,"Document is titled 'ISDA Master Agreement' and includes a Schedule, indicating an ISDA Master Agreement.",2005-09-30,99,"The contract is dated as of September 30, 2005, as stated multiple times in the document.",,100,No indication that this document is an amendment; it is the initial master agreement.,INITIAL,95,"Document is the initial ISDA Master Agreement, not an amendment or restated version.",EXECUTED,90,Document includes signatures and dates indicating it is an executed agreement.,"HSBC BANK USA, NATIONAL ASSOCIATION | Party A; SUPPLEMENTAL INTEREST TRUST, STRUCTURED ASSET INVESTMENT LOAN TRUST MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2005-8 | Party B",98,"Parties are explicitly named as HSBC BANK USA, NATIONAL ASSOCIATION and Supplemental Interest Trust, Structured as Asset Investment Loan Trust Mortgage Pass-Through Certificates, Series 2005-8, identified as Party A and Party B respectively."
44bfc10183425119bf507083874e5756.txt,ISDA,99,Document is titled 'ISDA MASTER AGREEMENT AND SCHEDULE' and references ISDA Master Agreement and Schedule.,2007-07-19,98,"The contract date is explicitly stated as 'Dated as of: July 19, 2007'.",,100,No indication that this document is an amendment; it is the original master agreement.,INITIAL,99,"Document is the initial ISDA Master Agreement, not an amendment or restated version.",EXECUTED,90,"The document is dated and presented as an executed agreement, not a draft.",KeyBank National Association | Party; Jupitermedia Corporation | Party,95,Parties are explicitly named as KeyBank National Association and Jupitermedia Corporation in the introductory paragraph.
46887bb017185e98a1c0fbc609d58a81.txt,ISDA,99,"The document is titled '2002 MASTER AGREEMENT' by International Swaps and Derivatives Association, Inc., indicating it is an ISDA Master Agreement.",2017-02-13,99,"The agreement is dated as of February 13, 2017, which is the main contract date.",,100,No amendment date is mentioned; this is the initial master agreement document.,INITIAL,99,"The document is the original 2002 Master Agreement dated 2017, indicating it is the initial contract.",EXECUTED,90,"The document is presented as a final agreement with dated signatures, indicating executed status.","WELLS FARGO BANK, N.A.; BOOZ ALLEN HAMILTON INC.",95,"The parties named are Wells Fargo Bank, N.A. and Booz Allen Hamilton Inc. Roles are not explicitly stated."
48f4b47f6dc853c8be04705dda4c3264.txt,ISDA,95,Document is titled 'ISDA MASTER AGREEMENT' and references Schedule and Confirmations typical of ISDA Master Agreements.,2010-03-05,99,"The agreement is dated as of March 5, 2010, stated at the beginning of the document.",,100,No indication that this document is an amendment; it appears to be the initial master agreement.,INITIAL,95,"Document is the original ISDA Master Agreement, not an amendment or restatement.",EXECUTED,90,"Document is labeled 'EXECUTION COPY' and dated, indicating it is an executed agreement.","MERRILL LYNCH CAPITAL SERVICES, INC. | Party; CENTERLINE GUARANTEED HOLDINGS LLC | Party",98,Parties named explicitly at the beginning as the contracting parties.
4986adbaccdf53b8b2b59669fa5f9210.txt,ISDA,100,"The document is titled '2002 MASTER AGREEMENT' by ISDA and includes references to the Schedule and Confirmations, indicating an ISDA Master Agreement.",2015-12-30,100,"The agreement is dated as of December 30, 2015 as stated at the beginning of the document.",,100,No amendment date is mentioned; this appears to be the initial master agreement document.,INITIAL,100,"The document is the original 2002 Master Agreement dated December 30, 2015, indicating an initial contract.",EXECUTED,90,"The agreement is dated and presented as entered into by the parties, indicating an executed status rather than draft.","Capital One, National Association; MACK-CALI REALTY, L.P.",90,"The parties named are Capital One, National Association and MACK-CALI REALTY, L.P.; roles are not explicitly stated in the text."
498a0e40db6d54a6a47d666be570f271.txt,ISDA,95,"The document is titled '2002 MASTER AGREEMENT' by ISDA and references the Schedule and Confirmations, indicating an ISDA Master Agreement.",2021-11-30,99,"The agreement is dated as of November 30, 2021, stated at the beginning of the document.",,100,No indication that this document is an amendment; it appears to be the initial master agreement.,INITIAL,95,"Document is the original 2002 Master Agreement, not an amendment or restatement.",EXECUTED,90,"The document is presented as a dated agreement, indicating execution rather than draft.",Macquarie Bank Limited (AFS Licence: 237502) | Party A; Each Party B specified on Appendix A to this Agreement | Party B,95,Parties are explicitly named as Macquarie Bank Limited (Party A) and each Party B specified in Appendix A.
4b5d1fdfb11450aaab7654927eb24d06.txt,ISDA,95,"Document is a Schedule to the ISDA 2002 Master Agreement, indicating it is part of an ISDA Master Agreement.",2019-03-20,99,"The ISDA Master Agreement is dated as of March 20, 2019, which is the main contract date.",,100,No indication that this document is an amendment; it is a schedule to the ISDA Master Agreement.,INITIAL,90,"Document is a Schedule to the initial ISDA Master Agreement dated March 20, 2019, not an amendment or restatement.",EXECUTED,90,"Document is marked as 'Execution Copy', indicating it is an executed version.","CITIBANK, N.A. | Party A; FARMER BROS. CO. | Party B",99,"Parties are explicitly identified as CITIBANK, N.A. (Party A) and FARMER BROS. CO. (Party B)."
4c80ac9225d056f4b4382ef9252da8ad.txt,ISDA,99,"The document is titled '2002 MASTER AGREEMENT' by ISDA and mentions the Schedule and Confirmations, indicating an ISDA Master Agreement.",2017-07-12,99,"The agreement is dated as of July 12, 2017, stated at the beginning of the document.",,100,No indication that this document is an amendment; it appears to be the initial master agreement.,INITIAL,98,"Document is the original 2002 Master Agreement dated July 12, 2017, indicating initial contract.",EXECUTED,95,"The document is dated and presented as an agreement entered into by the parties, indicating executed status rather than draft.","JPMORGAN CHASE BANK, N.A. | Party A; CMF WILLOWBRIDGE MASTER FUND L.P. | Party B",99,Parties are explicitly named as Party A and Party B at the start of the document.
4ca1095bd9d454a88d3180594f07154d.txt,GMRA,99,The document is titled 'AMENDED AND RESTATED GLOBAL MASTER REPURCHASE AGREEMENT' indicating it is a GMRA.,2013-04-23,100,"The agreement is dated as of April 23, 2013.",,100,"This document is an amended and restated agreement, not a standalone amendment, so no separate amendment date.",RESTATED,99,The document is titled 'AMENDED AND RESTATED GLOBAL MASTER REPURCHASE AGREEMENT' indicating a restated version.,EXECUTED,90,"The document is dated and presented as an executed agreement, not a draft.","JPMORGAN CHASE BANK, N.A., LONDON BRANCH | Party A; COBBS CREEK LLC | Party B",100,Parties are explicitly named as Party A and Party B in the agreement.
4e875e5632ca5d02883692ec03d0cc6c.txt,ISDA,95,Document is an amendment to an ISDA Master Agreement as stated in the title and text.,2009-09-22,90,"The original ISDA Master Agreement date is September 22, 2009, referenced as the main contract date.",2010-05-28,95,"The Second Amendment date is May 28, 2010, as stated in the document title and text.",AMENDMENT,95,Document is titled 'Second Amendment' indicating it is an amendment to the original ISDA Master Agreement.,EXECUTED,90,"The document is dated and refers to mutual covenants agreed upon, indicating an executed amendment.",SEMPRA ENERGY TRADING LLC | Party A; MXENERGY ELECTRIC INC. | Party B; The Specified Entities Party Thereto,95,"Parties are explicitly named as Sempra Energy Trading LLC (Party A), MXEnergy Electric Inc. (Party B), and specified entities party thereto."
4ef7763aece7534993d6e367c8266c15.txt,VSA,95,"Document is titled '2016 Credit Support Annex for Variation Margin (VM)' and references ISDA Master Agreement, indicating it is a Credit Support Annex (VSA).",2017-07-12,90,"The ISDA Master Agreement date is July 12, 2017, referenced as the main agreement date; the annex supplements this agreement.",,100,"No amendment date is specified; this document is an annex, not an amendment.",INITIAL,85,"Document is an initial Credit Support Annex supplementing the ISDA Master Agreement, not an amendment or restatement.",EXECUTED,80,"Document is presented as an executed annex with defined terms and parties, no indication it is a draft.","JPMORGAN CHASE BANK, N.A. | Party A; CMF ASPECT MASTER FUND L.P. | Party B",99,Parties are explicitly named as Party A and Party B in the document.
4f373aa105575bc19f67ea9efea926b6.txt,ISDA,99,"The document is titled '2002 MASTER AGREEMENT' by ISDA, indicating it is an ISDA Master Agreement.",2024-02-15,98,"The agreement is dated as of February 15, 2024, stated at the beginning of the document.",,100,No amendment date is mentioned; this appears to be the initial master agreement document.,INITIAL,95,"The document is the original 2002 Master Agreement dated February 15, 2024, indicating an initial contract.",EXECUTED,90,"The document is presented as a dated agreement between parties, indicating execution rather than draft.",BNP PARIBAS | Party A; FSSL FINANCE BNPP TRS LLC | Party B,99,Parties are explicitly named as BNP PARIBAS (Party A) and FSSL FINANCE BNPP TRS LLC (Party B) in the introductory section.
4f8a4483b2dc56f3a25523cda4634b43.txt,ISDA,95,"The document is titled '2002 MASTER AGREEMENT' by International Swaps and Derivatives Association, Inc., indicating an ISDA Master Agreement.",2021-12-28,99,"The agreement is dated as of December 28, 2021, which is the main contract date.",,100,No indication that this document is an amendment; it appears to be the initial master agreement.,INITIAL,95,"Document is the initial 2002 Master Agreement, not an amendment or restated version.",EXECUTED,90,"The document is dated and presented as a finalized agreement, indicating executed status rather than draft.","OLD NATIONAL BANK; CONTRAIL AVIATION SUPPORT, LLC; CONTRAIL AVIATION LEASING, LLC",95,"Parties named explicitly as OLD NATIONAL BANK and CONTRAIL AVIATION SUPPORT, LLC & CONTRAIL AVIATION LEASING, LLC; roles not specified."
5121352e4b375dad98f145f938a196cb.txt,IRS,95,The document title and content explicitly identify it as an Interest Rate Swap Agreement.,2005-04-22,90,"The schedule references the Master Agreement dated as of 22 April 2005, indicating the main contract date.",,100,No amendment date is mentioned; the document appears to be the initial agreement or schedule.,INITIAL,90,"The document is a schedule to the Master Agreement dated 22 April 2005, indicating an initial contract or schedule rather than an amendment.",EXECUTED,80,The document is presented as a formal executed agreement with defined terms and parties; no indication it is a draft.,Securitisation Advisory Services Pty. Limited | Manager; Commonwealth Bank of Australia | Party A; Perpetual Trustee Company Limited as Trustee of the Medallion Trust Series 2005-2G | Party B,95,"Parties are clearly identified in the schedule with their roles as Manager, Party A, and Party B."
516786fe020d59eba1b3e7f65e727e38.txt,ISDA,95,"The document is a Schedule to the 2002 ISDA Master Agreement, indicating it is part of an ISDA Master Agreement.",2017-07-12,99,"The contract date is explicitly stated as July 12, 2017 in the document title.",,100,No amendment date is specified; this is the original Schedule to the ISDA Master Agreement.,INITIAL,90,"The document is a Schedule to the 2002 ISDA Master Agreement dated July 12, 2017, indicating an initial contract version rather than an amendment or restatement.",EXECUTED,85,"The document is presented as an executed Schedule to the ISDA Master Agreement, with no indication it is a draft.","JPMorgan Chase Bank, N.A. | Party A; CMF Graham Capital Master Fund L.P. | Party B",99,Parties are explicitly named as Party A and Party B with their full legal names in the document.
5273ace62a7a5e83b8b7bcc3e335ab37.txt,ISDA,95,"Document is an amendment to the First Lien ISDA 2002 Master Agreement, indicating it is an ISDA Master Agreement.",2022-11-02,98,"The amendment is entered into as of November 2, 2022, stated explicitly at the beginning.",2022-11-02,98,"This document is an amendment dated November 2, 2022, as stated in the title and opening paragraph.",AMENDMENT,99,"The document is titled as the Twenty Seventh Amendment to the First Lien ISDA 2002 Master Agreement, indicating it is an amendment.",EXECUTED,95,"The document is an execution version with signatures from authorized officers, indicating it is executed.","U.S. OIL & REFINING CO. | Party B; MERRILL LYNCH COMMODITIES, INC. | Party A",99,Parties are explicitly named as Party A and Party B with their full legal names and roles.
5307f3f60d8a579bb291345dba73e732.txt,ISDA,95,"The document is a Schedule to the 2002 ISDA Master Agreement, indicating it is an ISDA Master Agreement.",2021-12-28,99,"The contract date is explicitly stated as December 28, 2021 in the document header.",,100,"The document is a Schedule to the Master Agreement, not an amendment; no amendment date is provided.",INITIAL,90,"This is the initial Schedule to the 2002 ISDA Master Agreement dated December 28, 2021, not an amendment or restatement.",EXECUTED,85,"The document is presented as a finalized Schedule with specific terms and signatures implied, indicating executed status rather than draft.","OLD NATIONAL BANK | Party A; CONTRAIL AVIATION SUPPORT, LLC | Party B; CONTRAIL AVIATION LEASING, LLC | Party B",98,"Parties are clearly identified as OLD NATIONAL BANK (Party A) and CONTRAIL AVIATION SUPPORT, LLC and CONTRAIL AVIATION LEASING, LLC (collectively Party B)."
552e263116f358f089943a0354bc3008.txt,ISDA,95,"The document is a Schedule to the 2002 ISDA Master Agreement, indicating it is part of an ISDA Master Agreement.",2017-07-12,99,"The contract date is explicitly stated as July 12, 2017 in the document title.",,100,"The document is a Schedule to the ISDA Master Agreement, not an amendment, so no amendment date applies.",INITIAL,90,"The document is the Schedule to the 2002 ISDA Master Agreement dated July 12, 2017, indicating it is the initial contract version.",EXECUTED,85,"The document is presented as an executed Schedule to the ISDA Master Agreement, indicating it is an executed version.","JPMorgan Chase Bank, N.A. | Party A; CMF Winton Master L.P. | Party B",98,"Parties are explicitly named as JPMorgan Chase Bank, N.A. (Party A) and CMF Winton Master L.P. (Party B) in the document."
5646f6cd2d1d585d979a6ba89d9d434a.txt,ISDA,95,"The document is titled 'ISDA MASTER AGREEMENT' and references the International Swap Dealers Association, indicating it is an ISDA Master Agreement.",2005-02-22,99,"The agreement is dated as of February 22, 2005, stated clearly at the beginning of the document.",,100,No amendment date is mentioned; the document appears to be the initial master agreement.,INITIAL,95,"The document is the original ISDA Master Agreement, not an amendment or restated version.",EXECUTED,90,The document is labeled 'Execution Copy' indicating it is an executed version.,"DEUTSCHE BANK AG NEW YORK; NOVASTAR MORTGAGE SUPPLEMENTAL INTEREST TRUST, SERIES 2005-1, a New York common law trust | Party A",90,"Parties are explicitly named at the start: Deutsche Bank AG New York and Novastar Mortgage Supplemental Interest Trust, Series 2005-1 (Party A). Party B role is not explicitly defined."
57eb626d75245ce0abd75863e5000b9e.txt,ISDA,95,"The document is titled '2002 MASTER AGREEMENT' by International Swaps and Derivatives Association, Inc., indicating an ISDA Master Agreement.",2022-06-13,99,"The agreement is dated as of June 13th, 2022, stated at the beginning of the document.",,100,No amendment date is mentioned; this appears to be the initial master agreement document.,INITIAL,95,"Document is the original 2002 Master Agreement, indicating initial contract version.",EXECUTED,90,"The document is dated and presented as a formal agreement, indicating executed status rather than draft.",SOCIETE GENERALE | Party A; Each entity listed on Appendix I to the Schedule hereto | Party B,95,Parties identified as SOCIETE GENERALE (Party A) and entities listed on Appendix I to the Schedule (Party B).
5a5adf7517955ea6bd8fad0b01280b43.txt,LETTER,95,Document is titled 'LETTER AGREEMENT' and refers to a letter agreement between parties.,,0,No explicit main contract or execution date is provided in the text.,,100,"This document is a letter agreement, not an amendment, so amendment_date is null.",INITIAL,90,"This is an initial letter agreement, not an amendment or restated version.",EXECUTED,90,Document is marked 'Execution Version' and includes executed signature pages.,"Goldman Sachs Capital Markets, L.P. | Party; X-Rite, Incorporated | Party",95,"Parties are clearly identified as Goldman Sachs Capital Markets, L.P. and X-Rite, Incorporated in the letter agreement."
5b0d97bba758591eb4d64a958be68293.txt,ISDA,95,Document is titled 'ISDA Master Agreement' and references ISDA terms and schedule.,2013-05-07,99,Contract date explicitly stated as 'dated as of 7 May 2013'.,,100,No indication that this document is an amendment; it is the initial master agreement.,INITIAL,95,"Document is the initial ISDA Master Agreement, not an amendment or restated version.",EXECUTED,90,Document is labeled 'EXECUTION VERSION' indicating it is an executed version.,Australia and New Zealand Banking Group Limited | Party A; Perpetual Trustee Company Limited in its capacity as trustee of the SMART ABS Series 2013-2US Trust | Party B; Macquarie Securities Management Pty Limited | Manager,98,"Parties explicitly named with roles Party A, Party B, and Manager in the text."
5b3b418331ba5994a23e43d507dcee0b.txt,IRS,95,"Document is an ISDA Schedule to the Master Agreement for Interest Rate Swap, indicating Interest Rate Swap Agreement.",2007-03-13,99,Date explicitly stated as 'DATE 13 March 2007' on the document.,,100,No indication that this document is an amendment; it is an initial schedule.,INITIAL,90,"Document is an initial ISDA Schedule to the Master Agreement, no mention of amendment or restatement.",EXECUTED,85,"Document includes executed date and detailed provisions, indicating executed status rather than draft.",CRUSADE MANAGEMENT LIMITED | Party A; ST.GEORGE BANK LIMITED | St.George; PERPETUAL TRUSTEES CONSOLIDATED LIMITED as trustee of the Crusade Global Trust No. 1 of 2007 | Party B,98,"Parties explicitly listed with roles Party A, St.George, and Party B."
5de97e0b07f4548d8729195fea39d41d.txt,ISDA,95,"The document is a Schedule to the 1992 ISDA Master Agreement, indicating it is part of an ISDA Master Agreement.",2008-07-30,99,"The contract date is explicitly stated as July 30, 2008 in the document title and body.",,100,No amendment date is mentioned; this is the initial schedule to the ISDA Master Agreement.,INITIAL,95,"This is the initial Schedule to the ISDA Master Agreement, not an amendment or restatement.",EXECUTED,90,"Document is labeled as 'EXECUTION COPY', indicating an executed version.","DEUTSCHE BANK AG, NEW YORK BRANCH | Party A; WORLD OMNI AUTO RECEIVABLES TRUST 2008-B | Party B",99,Parties are explicitly named as Party A and Party B with their full legal names.
5fc7cb9313d15511834a4ffd25af3b67.txt,GMRA,99,"The document is titled 'AMENDED AND RESTATED GLOBAL MASTER REPURCHASE AGREEMENT', which corresponds to GMRA.",2013-02-06,99,"The agreement is dated as of February 6, 2013, stated on the first page.",,100,"This is an amended and restated agreement, not a standalone amendment, so no separate amendment date.",RESTATED,99,"The title states 'AMENDED AND RESTATED GLOBAL MASTER REPURCHASE AGREEMENT', indicating a restated version.",EXECUTED,90,"The document is dated and presented as a formal agreement, indicating an executed status rather than draft.","JPMORGAN CHASE BANK, N.A., LONDON BRANCH | Party A; COBBS CREEK LLC | Party B",99,Parties are explicitly named as Party A and Party B on the first page.
61144fd96fa95672bf5e800a986c8722.txt,ISDA,99,Document is titled 'ISDA MASTER AGREEMENT' and references Schedule and Confirmations typical of ISDA Master Agreements.,2010-08-18,99,"The agreement is dated as of August 18, 2010, stated at the beginning of the document.",,100,No indication that this document is an amendment; it is the original master agreement.,INITIAL,99,"Document is the initial ISDA Master Agreement, not an amendment or restatement.",EXECUTED,90,"Document is dated and presented as an executed agreement, no indication it is a draft.",ALLY AUTO RECEIVABLES TRUST 2010-3 | Party; THE ROYAL BANK OF SCOTLAND PLC | Party,95,Parties named at the beginning as entering into the Master Agreement; roles not explicitly stated but both are parties to the agreement.
61158cb609b45c6caf15f34b7d2ff735.txt,TERMINATION,99,Document title and content explicitly identify this as a Termination Acknowledgment.,2013-06-13,98,"Date stated at the beginning of the document as 'Dated: June 13, 2013'.",,100,"This document is a termination acknowledgment, not an amendment.",AMENDMENT,90,"This is an amendment type document terminating the Master Agreement, thus classified as an amendment.",EXECUTED,95,Document includes signatures from both parties indicating executed status.,"Citibank, N.A. | Party; Del River LLC | Counterparty",95,"Parties clearly identified in the text as Citibank, N.A. and Del River LLC with roles specified."
6182f1b146f35141ade16b62b13fac99.txt,ISDA,95,"Document is titled '2002 Master Agreement' by ISDA, indicating an ISDA Master Agreement.",2012-07-02,99,"The agreement is dated as of July 2, 2012, stated at the beginning of the document.",,100,No indication that this document is an amendment; it appears to be the initial master agreement.,INITIAL,95,"Document is the original 2002 Master Agreement dated 2012, indicating initial contract.",EXECUTED,90,"The document is presented as a finalized agreement with dated signatures, indicating executed status.","CITIBANK, N.A. | Party; IC-II INVESTMENTS LLC | Party",95,"Parties named as CITIBANK, N.A. and IC-II INVESTMENTS LLC entering into the agreement."
643d285979305f4eabdae10d08fe70f7.txt,ISDA,99,"The document is titled 'ISDA Master Agreement' and references the International Swap Dealers Association, indicating it is an ISDA Master Agreement.",2005-09-22,99,"The contract date is explicitly stated as 'dated as of September 22, 2005'.",,100,No amendment date is mentioned; this appears to be the initial master agreement.,INITIAL,99,"The document is the original ISDA Master Agreement, not an amendment or restated version.",EXECUTED,90,"The document is labeled as 'Execution Copy', indicating it is an executed version.","WACHOVIA BANK, NATIONAL ASSOCIATION; NOVASTAR MORTGAGE SUPPLEMENTAL INTEREST TRUST, SERIES 2005-3, a New York common law trust | Party A; WACHOVIA BANK, NATIONAL ASSOCIATION; NOVASTAR MORTGAGE SUPPLEMENTAL INTEREST TRUST, SERIES 2005-3, a New York common law trust | Party B",95,"Parties are named as Wachovia Bank and Novastar Mortgage Supplemental Interest Trust, with roles Party A and Party B indicated."
6554eb3664ee501dad601757f9ac50e2.txt,ISDA,99,The document is titled '2002 Master Agreement' by ISDA and references the Schedule and Confirmations typical of an ISDA Master Agreement.,2010-05-28,98,"The agreement is dated as of May 28, 2010, which is the main contract date.",,100,No amendment date is mentioned; this is the initial 2002 ISDA Master Agreement document.,INITIAL,99,"The document is the original 2002 Master Agreement dated May 28, 2010, indicating an initial contract.",EXECUTED,90,"The document is presented as a finalized agreement with dated execution, indicating executed status rather than draft.","SOCIT GNRALE; CINEDIGM DIGITAL FUNDING I, LLC",95,"The parties named are SOCIT GNRALE and CINEDIGM DIGITAL FUNDING I, LLC as stated in the introductory paragraph; roles are not explicitly defined."
66317a701bd35483a91593879e761562.txt,ISDA,100,The document is an amendment to an ISDA Master Agreement and Schedule.,2009-05-29,100,"The amendment is effective as of May 29, 2009, stated in the first paragraph and signature dates.",2009-05-29,100,"The document is an amendment dated May 29, 2009.",AMENDMENT,100,The document is titled as an Amendment to the ISDA Master Agreement.,EXECUTED,100,The amendment is signed and dated by authorized officers of both parties.,"J. ARON & COMPANY | Party; COFFEYVILLE RESOURCES, LLC | Party",100,"The parties are explicitly named as J. ARON & COMPANY and COFFEYVILLE RESOURCES, LLC in the amendment."
66491d42b87858e0bb0122ddc92bcfef.txt,ISDA,99,"The document is titled '2002 MASTER AGREEMENT' by ISDA, indicating it is an ISDA Master Agreement.",2019-04-11,98,"The agreement is dated as of April 11, 2019, which is the main contract date.",,100,No amendment date is mentioned; this is the initial master agreement document.,INITIAL,99,"This is the initial 2002 ISDA Master Agreement, not an amendment or restated version.",EXECUTED,90,The agreement is dated and presented as executed; no indication it is a draft.,"TWIN DISC, INCORPORATED; BANK OF MONTREAL | Party B",95,"Parties named are TWIN DISC, INCORPORATED and BANK OF MONTREAL (Party B). No explicit role for TWIN DISC is given beyond being a party."
6a83b9c4a62052f8989cd748dca0ab97.txt,ISDA,95,"Document is an ISDA Schedule to the 2002 Master Agreement, indicating ISDA Master Agreement type.",2020-04-02,99,"The contract date is explicitly stated as April 2, 2020 in the document header.",,100,"No amendment date is mentioned; document is a schedule, not an amendment.",INITIAL,90,"Document is a Schedule to the 2002 Master Agreement, indicating initial contract version rather than amendment or restatement.",EXECUTED,85,Document is labeled 'Execution Copy' indicating it is an executed version.,"HSBC BANK USA, NATIONAL ASSOCIATION | Party A; ADVANCED ENERGY INDUSTRIES, INC. | Party B",98,Parties are clearly identified as Party A and Party B with full legal names.
6b01ccdd3c4b5afa9d7622fb0be50fa1.txt,ISDA,99,Document is an ISDA Master Agreement including the schedule and confirmations.,2005-09-30,98,"Contract date explicitly stated as September 30, 2005.",,100,No amendment date found; document is initial master agreement.,INITIAL,99,"Document is the initial ISDA Master Agreement, not an amendment or restatement.",EXECUTED,95,"Document includes executed signatures and dates, indicating executed status.","HSBC BANK USA, NATIONAL ASSOCIATION; SUPPLEMENTAL INTEREST TRUST, STRUCTURED ASSET INVESTMENT LOAN TRUST MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2005-8",95,Parties clearly identified in the signature block and introductory text.
6bb2b85d54dd5fceb3f642a4c84a167e.txt,ISDA,95,"The document is a Schedule to the ISDA 2002 Master Agreement, indicating it is part of an ISDA Master Agreement.",2018-03-21,99,"The ISDA Master Agreement is dated as of March 21, 2018, which is the main contract date.",,100,"The document is a Schedule to the ISDA Master Agreement, not an amendment, so no amendment date is applicable.",INITIAL,90,"The document is a Schedule to the ISDA Master Agreement dated March 21, 2018, indicating it is part of the initial contract rather than an amendment or restatement.",EXECUTED,85,"The document references executed agreements and delivery of executed documents, indicating the contract is executed.","NextEra Energy US Partners Holdings, LLC | Party A; Bank of America, N.A. | Party B",98,The parties are explicitly named as Party A and Party B in the Schedule to the ISDA Master Agreement.
6fc8e9e40db851799a0e16117f56841b.txt,VSA,95,Document is a Credit Support Annex (CSA) for Variation Margin (VM) related to an ISDA Master Agreement.,2017-07-12,90,"The ISDA Master Agreement date referenced is July 12, 2017, indicating the related contract date.",,100,"No amendment date is specified; this document is an annex, not an amendment.",INITIAL,85,"Document is an initial Credit Support Annex supplementing the ISDA Master Agreement, not an amendment or restatement.",EXECUTED,80,"Document is presented as a formal exhibit with defined terms, indicating executed status rather than draft.","JPMORGAN CHASE BANK, N.A. | Party A; CAMBRIDGE MASTER FUND L.P. | Party B",99,Parties are explicitly named as Party A and Party B in the document.
7139cc85a8965b8bb389aaaf31a6ed6b.txt,SWAP,99,The document is titled 'CURRENCY SWAP AGREEMENT' indicating it is a Currency Swap Agreement.,2014-03-04,95,"The ISDA Master Agreement is dated as of 4 March 2014, which is the main contract date.",,100,No amendment date is mentioned; this appears to be the initial agreement.,INITIAL,95,"The document is an initial ISDA Master Agreement and Currency Swap Agreement, not an amendment or restated version.",EXECUTED,90,The document is labeled 'EXECUTION VERSION' indicating it is an executed version.,Australia and New Zealand Banking Group Limited | Party A; Perpetual Trustee Company Limited in its capacity as trustee of the SMART ABS Series 2014-1US Trust | Party B; Macquarie Securities Management Pty Limited | Manager,98,"Parties are explicitly named with roles: Party A, Party B (trustee), and Manager."
7351e44cc3665a36805b5bf4a5d76a80.txt,ISDA,95,The document is titled 'ISDA MASTER AGREEMENT' indicating it is an ISDA Master Agreement.,2009-09-22,99,"The agreement is dated as of September 22, 2009 as stated in the document.",,100,No amendment date is mentioned; this appears to be the initial agreement.,INITIAL,95,"The document is the original ISDA Master Agreement, not an amendment or restatement.",EXECUTED,90,"The document is dated and presented as an executed agreement, not a draft.",SEMPRA ENERGY TRADING LLC | Party A; MXENERGY ELECTRIC INC. | Party B,98,Parties are explicitly named as 'Party A' and 'Party B' with their respective legal names.
74a043b2a2c75aeca43e1782601f332a.txt,VSA,99,"Document is titled 'CREDIT SUPPORT ANNEX' to the Schedule of an ISDA Master Agreement, indicating it is a Credit Support Annex (VSA).",2018-02-21,95,"The ISDA Master Agreement and related Schedule are dated February 21, 2018, which is the main contract date referenced.",,100,"No amendment date is indicated; document is a Credit Support Annex to an existing ISDA Master Agreement, not an amendment itself.",INITIAL,90,"Document is a Credit Support Annex to an existing ISDA Master Agreement, representing an initial annex rather than an amendment or restated version.",EXECUTED,85,"Document references dated agreement and parties, indicating executed status rather than draft.","EDF Energy Services, LLC | Party A; Summer Energy Northeast, LLC (formerly: REP Energy, LLC) | Party B",98,Parties are explicitly named as Party A and Party B in the document header and Paragraph 13.
